id_pedido;cliente;restaurante;categoria;data_pedido;valor_pedido;taxa_entrega;desconto;quantidade_itens;forma_pagamento;status;cidade
10446;Cliente_336;   - Tropical;Japonesa;24/02/2024;55.95;9.69;10.0;4;Cartão Crédito;Cancelado;Curitiba
10447;Cliente_1995;Pizza_Mania;Japonesa;26/05/2024;114.78;14.7;5.0;3;Cartao Debito;Saiu para entrega;Curitiba
10448;Cliente_2681;Sushi Express;Churrasco;20/06/2024;27.78;8.23;5.0;2;Cartao Debito;Em preparo;Salvador
10449;Cliente_2839;   - Tropical;Hamburguer;07-21-2024;127.85;10.99;10.0;2;pix;Em preparo;Salvador
10450;Cliente_2104;Pizza_Mania;Brasileira;01/03/2024;143.68;8.13;10.0;3;Pix;Cancelado;Belo Horizonte
10451;Cliente_2657;Tempero Caseiro;Japonesa;12-16-2024;118.61;4.73;0.0;3;Pix;Saiu para entrega;São Paulo
10452;Cliente_2971;Churrasco Grill;Japonesa;28/07/2024;108.0;5.26;;1;Cartao Debito;Em preparo;Belo Horizonte
10453;Cliente_1651;   - Tropical;Japonesa;26/08/2024;92.75;11.96;5.0;3;Cartao Debito;Entregue;São Paulo
10454;Cliente_1481;   - Tropical;Japonesa;25/11/2024;69.52;4.9;5.0;1;Cartao Debito;Entregue;Salvador
10455;Cliente_2372;Tempero Caseiro;Salgados;08/03/2024;104.52;13.3;5.0;2;pix;Saiu para entrega;Belo Horizonte
10456;Cliente_1946;Cantina Italiana;Japonesa;01/06/2024;136.09;6.31;10.0;1;Dinheiro;Em preparo;Belo Horizonte
10457;Cliente_1180;Churrasco Grill;Italiana;04-25-2024;41.72;13.79;10.0;4;Cartão Crédito;Saiu para entrega;Belo Horizonte
10458;Cliente_2925;Tempero Caseiro;Salgados;11-17-2024;122.14;3.03;0.0;4;pix;Cancelado;Curitiba
10459;Cliente_2916;Cantina Italiana;Pizza;02/07/2024;96.84;10.02;10.0;3;Cartao Debito;Entregue;Rio de Janeiro
10460;Cliente_2040;Pastel & Cia;Japonesa;03/05/2024;124.67;11.47;10.0;3;Cartão Crédito;Cancelado;Rio de Janeiro
10461;Cliente_772;Tempero Caseiro;Churrasco;21/11/2024;37.84;14.47;0.0;2;pix;Em preparo;Belo Horizonte
10462;Cliente_722;Sushi Express;Hamburguer;24/07/2024;73.12;10.11;10.0;3;Pix;Em preparo;Curitiba
10463;Cliente_529;Burger House;Brasileira;13/11/2024;136.33;8.98;0.0;1;Cartao Debito;Em preparo;Curitiba
10464;Cliente_1149;Pastel & Cia;Japonesa;10-13-2024;140.21;3.91;10.0;1;Cartao Debito;Cancelado;Curitiba
10465;Cliente_377;Cantina Italiana;Italiana;11/01/2024;142.18;6.38;0.0;4;Dinheiro;Entregue;Curitiba
10466;Cliente_2003;Burger House;Italiana;08/01/2024;88.67;10.22;;1;pix;Em preparo;Belo Horizonte
10467;Cliente_2321;Cantina Italiana;Italiana;07/06/2024;46.57;5.21;0.0;3;Cartao Debito;Saiu para entrega;Curitiba
10468;Cliente_2164;Cantina Italiana;Italiana;16/03/2024;134.13;10.47;0.0;2;Dinheiro;Saiu para entrega;Rio de Janeiro
10469;Cliente_100;Tempero Caseiro;Brasileira;09/01/2024;39.71;11.49;;3;pix;Entregue;São Paulo
10470;Cliente_2186;Churrasco Grill;Hamburguer;24/03/2024;79.51;3.87;0.0;2;Pix;Entregue;Rio de Janeiro
10471;Cliente_1914;Churrasco Grill;Salgados;04-18-2024;85.96;6.47;0.0;4;Pix;Em preparo;Belo Horizonte
10472;Cliente_2959;Pizza_Mania;Hamburguer;27/05/2024;104.0;9.65;5.0;2;Dinheiro;Cancelado;Curitiba
10473;Cliente_2550;   - Tropical;Salgados;08/06/2024;30.41;5.22;10.0;3;pix;Saiu para entrega;Curitiba
10474;Cliente_2766;Pastel & Cia;Italiana;24/12/2024;107.77;14.81;10.0;2;Dinheiro;Em preparo;Belo Horizonte
10475;Cliente_1520;Churrasco Grill;Churrasco;12-25-2024;77.92;3.18;0.0;3;Cartão Crédito;Cancelado;Curitiba
10476;Cliente_185;Churrasco Grill;Salgados;03-28-2024;58.15;4.69;;3;Cartão Crédito;Entregue;Salvador
10477;Cliente_2464;Pizza_Mania;Brasileira;31/07/2024;46.5;12.56;5.0;2;Dinheiro;Saiu para entrega;Belo Horizonte
10478;Cliente_1560;Churrasco Grill;Japonesa;06/01/2024;72.29;12.01;10.0;4;Dinheiro;Saiu para entrega;Curitiba
10479;Cliente_1944;Churrasco Grill;Hamburguer;03-28-2024;26.16;12.76;0.0;2;Cartao Debito;Saiu para entrega;Belo Horizonte
10480;Cliente_2472;Tempero Caseiro;Salgados;14/10/2024;84.84;6.4;10.0;3;Dinheiro;Cancelado;São Paulo
10481;Cliente_98;Pizza_Mania;Pizza;19/08/2024;66.44;5.8;0.0;4;Dinheiro;Cancelado;Salvador
10482;Cliente_1938;Pizza_Mania;Italiana;28/05/2024;45.78;10.2;10.0;3;Cartão Crédito;Em preparo;São Paulo
10483;Cliente_1951;Tempero Caseiro;Pizza;01/11/2024;21.9;14.37;0.0;1;pix;Entregue;Rio de Janeiro
10484;Cliente_2663;   - Tropical;Italiana;05/07/2024;61.54;10.51;10.0;3;Cartao Debito;Entregue;Curitiba
10485;Cliente_2747;   - Tropical;Açai;13/10/2024;52.11;7.86;0.0;3;Cartão Crédito;Entregue;Belo Horizonte
10486;Cliente_1435;Tempero Caseiro;Brasileira;02/05/2024;89.59;7.02;5.0;4;Pix;Entregue;São Paulo
10487;Cliente_2682;   - Tropical;Salgados;07-18-2024;54.47;7.04;;3;Cartao Debito;Em preparo;Salvador
10488;Cliente_1807;Pizza_Mania;Brasileira;05-20-2024;83.92;7.64;5.0;3;Pix;Em preparo;Rio de Janeiro
10489;Cliente_255;Churrasco Grill;Churrasco;11-27-2024;62.79;9.8;;4;Cartão Crédito;Entregue;Salvador
10490;Cliente_1805;Pastel & Cia;Churrasco;05-31-2024;66.34;12.51;;1;pix;Cancelado;Belo Horizonte
10491;Cliente_1287;Churrasco Grill;Churrasco;06-22-2024;93.23;4.01;;2;Dinheiro;Entregue;Curitiba
10492;Cliente_837;Sushi Express;Churrasco;10/04/2024;28.24;3.47;10.0;2;Dinheiro;Cancelado;São Paulo
10493;Cliente_33;Tempero Caseiro;Brasileira;06/07/2024;70.51;13.62;;3;Dinheiro;Entregue;Salvador
10494;Cliente_2851;   - Tropical;Pizza;04/03/2024;114.63;6.2;5.0;3;pix;Em preparo;Curitiba
10495;Cliente_1069;Tempero Caseiro;Pizza;14/12/2024;97.85;4.81;;2;Cartao Debito;Em preparo;Rio de Janeiro
10496;Cliente_49;Pizza_Mania;A@a�;14/12/2024;20.77;4.91;10.0;3;Cartao Debito;Entregue;Rio de Janeiro
10497;Cliente_694;Burger House;Açai;23/12/2024;104.2;4.09;10.0;3;Cartão Crédito;Entregue;Belo Horizonte
10498;Cliente_444;Burger House;Japonesa;09/06/2024;112.51;4.63;5.0;3;Cartão Crédito;Cancelado;Belo Horizonte
10499;Cliente_1056;Pizza_Mania;Japonesa;07/02/2024;26.65;10.59;;4;Pix;Saiu para entrega;Belo Horizonte
10500;Cliente_1751;   - Tropical;Pizza;03-25-2024;40.41;11.26;5.0;2;Pix;Em preparo;São Paulo
10501;Cliente_196;Cantina Italiana;Pizza;17/10/2024;118.18;5.99;0.0;3;Pix;Em preparo;Curitiba
10502;Cliente_2950;   - Tropical;Hamburguer;10/10/2024;61.58;13.5;;4;pix;Cancelado;Belo Horizonte
10503;Cliente_2190;Pizza_Mania;Pizza;07-18-2024;56.64;8.69;;3;Cartao Debito;Saiu para entrega;Salvador
10504;Cliente_2069;Burger House;Açai;01/01/2024;129.86;5.81;0.0;1;pix;Entregue;Salvador
10505;Cliente_923;Pastel & Cia;Hamburguer;09/03/2024;99.55;3.09;0.0;3;Cartao Debito;Saiu para entrega;Curitiba
10506;Cliente_171;Churrasco Grill;Japonesa;07-23-2024;43.39;6.0;0.0;2;pix;Entregue;Belo Horizonte
10507;Cliente_1638;   - Tropical;Açai;03-16-2024;94.06;13.29;5.0;2;Cartao Debito;Em preparo;São Paulo
10508;Cliente_2281;Pastel & Cia;Italiana;09/07/2024;125.2;7.72;5.0;3;Cartao Debito;Cancelado;Belo Horizonte
10509;Cliente_939;Burger House;Japonesa;10-28-2024;115.59;5.61;10.0;2;Dinheiro;Saiu para entrega;São Paulo
10510;Cliente_2595;Burger House;Pizza;08-21-2024;50.62;10.12;10.0;3;Pix;Saiu para entrega;Belo Horizonte
10511;Cliente_2963;Sushi Express;Italiana;13/06/2024;92.72;6.24;10.0;1;Pix;Entregue;Curitiba
10512;Cliente_698;Tempero Caseiro;Churrasco;14/01/2024;41.68;5.8;0.0;2;pix;Entregue;Curitiba
10513;Cliente_2444;Burger House;Japonesa;04/11/2024;138.55;13.44;0.0;1;Cartão Crédito;Saiu para entrega;Belo Horizonte
10514;Cliente_2731;Pastel & Cia;Churrasco;03/08/2024;91.65;9.6;0.0;2;Dinheiro;Saiu para entrega;Curitiba
10515;Cliente_682;Churrasco Grill;Japonesa;03/12/2024;69.9;3.94;;4;Cartao Debito;Saiu para entrega;Curitiba
10516;Cliente_848;Burger House;Japonesa;06/10/2024;75.92;6.3;0.0;3;Pix;Em preparo;Belo Horizonte
10517;Cliente_1901;Burger House;Brasileira;07/04/2024;113.43;13.81;5.0;4;pix;Cancelado;Belo Horizonte
10518;Cliente_1005;Burger House;Italiana;20/09/2024;89.53;4.51;5.0;4;Pix;Em preparo;Salvador
10519;Cliente_1204;   - Tropical;Italiana;12/04/2024;25.7;11.38;5.0;1;pix;Entregue;São Paulo
10520;Cliente_1030;Pastel & Cia;Pizza;13/04/2024;67.45;7.09;5.0;3;Pix;Em preparo;Curitiba
10521;Cliente_2293;Pastel & Cia;Hamburguer;22/04/2024;89.67;14.43;;3;Dinheiro;Em preparo;Belo Horizonte
10522;Cliente_2091;Pizza_Mania;Salgados;16/05/2024;103.45;3.07;0.0;2;Cartão Crédito;Saiu para entrega;Curitiba
10523;Cliente_2187;Tempero Caseiro;Salgados;09/01/2024;89.91;11.3;5.0;2;Dinheiro;Em preparo;Belo Horizonte
10524;Cliente_752;Tempero Caseiro;Japonesa;03-21-2024;72.65;4.94;5.0;2;Cartao Debito;Cancelado;Curitiba
10525;Cliente_123;Burger House;Churrasco;16/12/2024;92.53;14.12;;2;Dinheiro;Saiu para entrega;São Paulo
10526;Cliente_1671;   - Tropical;Pizza;13/10/2024;61.63;5.24;;4;Cartao Debito;Entregue;São Paulo
10527;Cliente_1217;   - Tropical;Açai;15/02/2024;45.9;8.25;;1;pix;Em preparo;Salvador
10528;Cliente_1401;Pastel & Cia;Brasileira;02/09/2024;107.12;12.53;5.0;3;Pix;Em preparo;Belo Horizonte
10529;Cliente_807;Churrasco Grill;Italiana;07/10/2024;91.77;14.42;;2;Pix;Em preparo;Belo Horizonte
10530;Cliente_2066;Sushi Express;Italiana;07/02/2024;32.31;13.71;5.0;2;pix;Em preparo;Salvador
10531;Cliente_1230;Pizza_Mania;Churrasco;28/02/2024;116.27;5.32;;3;Dinheiro;Em preparo;Rio de Janeiro
10532;Cliente_2528;Cantina Italiana;Açai;27/04/2024;54.49;5.55;0.0;3;Dinheiro;Cancelado;Curitiba
10533;Cliente_2539;Pastel & Cia;Hamburguer;28/02/2024;126.84;6.05;5.0;4;Cartao Debito;Saiu para entrega;Salvador
10534;Cliente_2060;Churrasco Grill;Hamburguer;02/07/2024;25.58;7.83;10.0;1;Pix;Cancelado;Rio de Janeiro
10535;Cliente_1269;Cantina Italiana;Pizza;11/03/2024;27.69;11.1;0.0;1;Cartão Crédito;Saiu para entrega;Rio de Janeiro
10536;Cliente_762;Pastel & Cia;Churrasco;23/10/2024;138.88;7.41;0.0;3;Dinheiro;Em preparo;Rio de Janeiro
10537;Cliente_1262;   - Tropical;Churrasco;19/11/2024;85.67;14.37;5.0;2;Dinheiro;Em preparo;Curitiba
10538;Cliente_36;Sushi Express;Hamburguer;08/08/2024;62.41;6.71;5.0;2;Cartao Debito;Entregue;Rio de Janeiro
10539;Cliente_1145;   - Tropical;Hamburguer;29/10/2024;34.59;5.8;5.0;1;Cartão Crédito;Entregue;Rio de Janeiro
10540;Cliente_892;Churrasco Grill;Pizza;25/10/2024;149.75;5.0;;2;Cartao Debito;Cancelado;Salvador
10541;Cliente_179;Pastel & Cia;Pizza;24/07/2024;88.66;14.8;5.0;2;Pix;Em preparo;Belo Horizonte
10542;Cliente_899;Pastel & Cia;Churrasco;26/12/2024;114.99;7.32;5.0;1;pix;Entregue;Belo Horizonte
10543;Cliente_122;Sushi Express;Italiana;27/03/2024;107.87;13.28;;3;Cartao Debito;Saiu para entrega;Belo Horizonte
10544;Cliente_129;Burger House;Pizza;28/03/2024;20.18;5.65;10.0;2;Dinheiro;Saiu para entrega;Belo Horizonte
10545;Cliente_1343;   - Tropical;Pizza;04-17-2024;146.74;3.22;;2;Cartao Debito;Entregue;Salvador
10546;Cliente_681;Pastel & Cia;Açai;24/12/2024;64.8;14.8;5.0;3;pix;Saiu para entrega;Curitiba
10547;Cliente_1929;Sushi Express;Brasileira;13/07/2024;50.12;3.33;10.0;2;Cartão Crédito;Entregue;Rio de Janeiro
10548;Cliente_787;Pastel & Cia;Salgados;02-15-2024;147.43;14.7;5.0;2;Pix;Cancelado;São Paulo
10549;Cliente_2653;Pizza_Mania;Hamburguer;21/08/2024;108.68;11.12;0.0;4;Cartão Crédito;Em preparo;Curitiba
10550;Cliente_2971;Burger House;Hamburguer;15/01/2024;53.3;13.19;10.0;2;pix;Saiu para entrega;Salvador
10551;Cliente_375;Tempero Caseiro;Japonesa;11/06/2024;23.23;14.45;5.0;1;Dinheiro;Saiu para entrega;Salvador
10552;Cliente_1872;   - Tropical;Salgados;04/12/2024;128.77;5.09;5.0;3;Cartão Crédito;Cancelado;São Paulo
10553;Cliente_470;Sushi Express;Açai;31/01/2024;54.69;11.42;10.0;2;Pix;Cancelado;Curitiba
10554;Cliente_40;Sushi Express;Hamburguer;10/08/2024;148.16;8.06;0.0;1;Pix;Em preparo;Rio de Janeiro
10555;Cliente_2819;Tempero Caseiro;Italiana;10-28-2024;138.03;10.41;;4;Pix;Em preparo;Rio de Janeiro
10556;Cliente_1286;Burger House;Italiana;04/10/2024;71.76;6.1;10.0;1;Pix;Em preparo;Belo Horizonte
10557;Cliente_965;Cantina Italiana;Pizza;04-24-2024;141.15;8.48;5.0;3;Cartão Crédito;Entregue;São Paulo
10558;Cliente_2648;Burger House;Pizza;24/08/2024;20.55;5.74;5.0;3;Cartão Crédito;Saiu para entrega;Belo Horizonte
10559;Cliente_829;Sushi Express;Hamburguer;03/05/2024;132.34;13.53;0.0;2;Dinheiro;Cancelado;São Paulo
10560;Cliente_304;Pizza_Mania;Italiana;11/02/2024;53.45;12.74;10.0;3;pix;Cancelado;Salvador
10561;Cliente_2371;   - Tropical;Japonesa;04/01/2024;49.38;14.83;5.0;3;Dinheiro;Cancelado;Curitiba
10562;Cliente_905;Tempero Caseiro;Salgados;22/05/2024;79.32;5.44;5.0;1;Cartão Crédito;Saiu para entrega;Salvador
10563;Cliente_288;   - Tropical;Italiana;07/08/2024;81.04;13.19;5.0;2;Cartao Debito;Saiu para entrega;Salvador
10564;Cliente_726;Sushi Express;Açai;01-23-2024;34.91;3.74;10.0;1;pix;Saiu para entrega;Salvador
10565;Cliente_600;Churrasco Grill;Açai;07/03/2024;35.78;3.25;0.0;3;Cartao Debito;Em preparo;Rio de Janeiro
10566;Cliente_704;Burger House;Hamburguer;08/07/2024;146.82;7.11;5.0;2;Cartao Debito;Em preparo;Curitiba
10567;Cliente_423;Pastel & Cia;Italiana;22/07/2024;72.14;7.92;10.0;3;Cartao Debito;Em preparo;Salvador
10568;Cliente_2323;Cantina Italiana;Churrasco;01/10/2024;40.62;9.17;5.0;1;Pix;Cancelado;Salvador
10569;Cliente_312;Burger House;Açai;04/12/2024;96.5;11.91;0.0;3;Pix;Entregue;Salvador
10570;Cliente_1437;Burger House;Japonesa;06/09/2024;64.46;14.47;;2;pix;Cancelado;Rio de Janeiro
10571;Cliente_1181;Cantina Italiana;Açai;15/11/2024;95.41;6.62;;1;Cartão Crédito;Cancelado;Salvador
10572;Cliente_2728;Pastel & Cia;Japonesa;14/12/2024;121.22;7.03;0.0;4;Dinheiro;Saiu para entrega;Belo Horizonte
10573;Cliente_414;Pastel & Cia;Pizza;25/11/2024;56.1;6.88;5.0;2;Cartao Debito;Em preparo;Curitiba
10574;Cliente_1427;Cantina Italiana;Salgados;28/05/2024;120.22;3.77;0.0;3;Cartao Debito;Saiu para entrega;Rio de Janeiro
10575;Cliente_2306;Pizza_Mania;Japonesa;19/05/2024;87.77;12.14;5.0;2;Pix;Em preparo;Belo Horizonte
10576;Cliente_2114;   - Tropical;Hamburguer;29/09/2024;92.12;14.09;0.0;1;Cartão Crédito;Entregue;Rio de Janeiro
10577;Cliente_2822;Pizza_Mania;Brasileira;17/02/2024;97.33;9.27;5.0;3;Cartao Debito;Em preparo;São Paulo
10578;Cliente_2769;Pizza_Mania;Pizza;11-18-2024;93.72;10.38;0.0;3;pix;Em preparo;Rio de Janeiro
10579;Cliente_2422;   - Tropical;Açai;02/11/2024;32.37;13.74;10.0;4;pix;Em preparo;São Paulo
10580;Cliente_1529;Churrasco Grill;Brasileira;10-31-2024;97.72;3.7;0.0;2;Pix;Saiu para entrega;Belo Horizonte
10581;Cliente_434;Tempero Caseiro;Açai;09/12/2024;56.31;14.22;5.0;2;Cartão Crédito;Em preparo;Salvador
10582;Cliente_2536;Sushi Express;Brasileira;04-19-2024;113.52;13.99;5.0;2;Cartao Debito;Cancelado;Belo Horizonte
10583;Cliente_2867;Pizza_Mania;Hamburguer;13/06/2024;114.8;13.93;10.0;3;Cartão Crédito;Entregue;Rio de Janeiro
10584;Cliente_1801;Tempero Caseiro;Japonesa;16/01/2024;65.7;11.16;;2;pix;Saiu para entrega;Salvador
10585;Cliente_2532;Cantina Italiana;Pizza;16/07/2024;145.43;4.86;5.0;2;Cartao Debito;Saiu para entrega;Salvador
10586;Cliente_344;Burger House;Pizza;23/08/2024;53.59;4.14;;2;pix;Em preparo;Rio de Janeiro
10587;Cliente_997;Pastel & Cia;Italiana;04/05/2024;133.4;4.81;;3;pix;Em preparo;Rio de Janeiro
10588;Cliente_371;Cantina Italiana;Brasileira;01/11/2024;27.44;6.65;5.0;3;Dinheiro;Em preparo;Rio de Janeiro
10589;Cliente_106;Burger House;Japonesa;12/12/2024;101.32;4.87;10.0;2;Dinheiro;Cancelado;Salvador
10590;Cliente_2121;Churrasco Grill;Churrasco;01/10/2024;71.74;8.71;;3;Pix;Cancelado;Rio de Janeiro
10591;Cliente_1335;   - Tropical;Pizza;02-28-2024;72.65;3.79;5.0;1;pix;Entregue;Belo Horizonte
10592;Cliente_1322;Cantina Italiana;Italiana;10/01/2024;111.18;3.38;0.0;1;pix;Saiu para entrega;São Paulo
10593;Cliente_2321;   - Tropical;Japonesa;08-20-2024;68.61;9.05;;2;Pix;Em preparo;São Paulo
10594;Cliente_2063;Churrasco Grill;Brasileira;07/09/2024;53.98;11.75;;3;Dinheiro;Saiu para entrega;São Paulo
10595;Cliente_2475;Tempero Caseiro;Italiana;21/02/2024;149.88;3.32;10.0;3;Pix;Cancelado;Belo Horizonte
10596;Cliente_945;Churrasco Grill;Churrasco;11/12/2024;36.88;10.3;;1;pix;Em preparo;São Paulo
10597;Cliente_1540;Pastel & Cia;Brasileira;08-26-2024;76.54;3.73;5.0;1;Pix;Em preparo;Rio de Janeiro
10598;Cliente_60;Tempero Caseiro;Brasileira;11/04/2024;56.34;5.13;10.0;2;Cartão Crédito;Em preparo;Rio de Janeiro
10599;Cliente_81;Pastel & Cia;Hamburguer;20/11/2024;138.83;13.62;10.0;1;pix;Saiu para entrega;Belo Horizonte
10600;Cliente_2042;Sushi Express;Churrasco;20/01/2024;149.66;3.74;5.0;3;Dinheiro;Entregue;São Paulo
10601;Cliente_1120;Burger House;Hamburguer;08-28-2024;125.02;10.89;0.0;2;pix;Cancelado;Belo Horizonte
10602;Cliente_1620;Sushi Express;Japonesa;08/01/2024;90.05;3.7;;4;Cartao Debito;Cancelado;Salvador
10603;Cliente_440;Cantina Italiana;Pizza;07/12/2024;25.06;8.76;0.0;3;pix;Em preparo;Salvador
10604;Cliente_1361;Burger House;Japonesa;28/10/2024;83.49;4.87;;3;Cartao Debito;Em preparo;Salvador
10605;Cliente_1866;Tempero Caseiro;Brasileira;10/08/2024;73.49;8.97;0.0;4;Pix;Cancelado;São Paulo
10606;Cliente_387;Pizza_Mania;Pizza;11-14-2024;135.05;4.55;0.0;1;Pix;Saiu para entrega;Rio de Janeiro
10607;Cliente_2766;Sushi Express;Churrasco;17/03/2024;46.63;13.01;;1;Pix;Cancelado;Salvador
10608;Cliente_1111;Cantina Italiana;Churrasco;19/07/2024;99.11;9.39;;2;Cartao Debito;Entregue;Curitiba
10609;Cliente_1302;Churrasco Grill;Hamburguer;04-27-2024;127.61;5.14;5.0;3;Pix;Entregue;Curitiba
10610;Cliente_1109;Sushi Express;Açai;14/03/2024;84.83;3.82;;3;Cartão Crédito;Entregue;Belo Horizonte
10611;Cliente_2975;Pastel & Cia;Churrasco;11/04/2024;67.29;8.32;10.0;2;Cartão Crédito;Saiu para entrega;Rio de Janeiro
10612;Cliente_703;   - Tropical;Japonesa;07-30-2024;105.72;10.2;;2;Pix;Saiu para entrega;Curitiba
10613;Cliente_1338;   - Tropical;Churrasco;06-16-2024;105.61;14.19;10.0;2;Cartao Debito;Cancelado;São Paulo
10614;Cliente_928;Pizza_Mania;Hamburguer;01/01/2024;31.08;14.88;10.0;1;Dinheiro;Em preparo;Curitiba
10615;Cliente_2665;Sushi Express;Hamburguer;16/04/2024;130.71;14.19;10.0;2;Cartao Debito;Em preparo;Belo Horizonte
10616;Cliente_982;Cantina Italiana;Churrasco;31/01/2024;88.26;3.92;10.0;3;Pix;Saiu para entrega;Rio de Janeiro
10617;Cliente_1937;Churrasco Grill;Brasileira;26/03/2024;119.46;4.29;;4;pix;Entregue;Salvador
10618;Cliente_1151;Tempero Caseiro;Salgados;12-30-2024;70.1;8.19;5.0;3;Pix;Saiu para entrega;Salvador
10619;Cliente_1588;Pizza_Mania;Italiana;28/11/2024;40.27;10.37;5.0;2;Cartão Crédito;Cancelado;Salvador
10620;Cliente_2733;Sushi Express;Pizza;06/10/2024;134.91;10.95;0.0;3;Dinheiro;Entregue;São Paulo
10621;Cliente_1758;Pastel & Cia;Salgados;12/02/2024;114.83;10.62;10.0;4;Pix;Saiu para entrega;São Paulo
10622;Cliente_1158;Pizza_Mania;Brasileira;07/06/2024;112.87;12.64;;3;Cartao Debito;Entregue;São Paulo
10623;Cliente_1366;Churrasco Grill;Italiana;08/07/2024;103.66;8.72;0.0;2;Pix;Em preparo;Salvador
10624;Cliente_214;Sushi Express;Italiana;21/03/2024;39.84;3.06;5.0;2;pix;Em preparo;Salvador
10625;Cliente_1842;Sushi Express;Japonesa;16/10/2024;77.8;10.09;10.0;2;Cartão Crédito;Saiu para entrega;Belo Horizonte
10626;Cliente_274;Burger House;Brasileira;17/03/2024;82.19;5.67;0.0;2;Cartao Debito;Entregue;São Paulo
10627;Cliente_218;Pastel & Cia;Açai;08/11/2024;76.1;6.24;;3;Dinheiro;Em preparo;Belo Horizonte
10628;Cliente_1984;   - Tropical;Brasileira;25/05/2024;87.24;11.4;0.0;2;Cartao Debito;Saiu para entrega;Belo Horizonte
10629;Cliente_922;Pastel & Cia;Hamburguer;03-16-2024;72.66;11.97;;1;Dinheiro;Em preparo;São Paulo
10630;Cliente_974;   - Tropical;Italiana;09/08/2024;116.51;14.16;0.0;4;Pix;Cancelado;Curitiba
10631;Cliente_1731;Tempero Caseiro;Pizza;12-15-2024;26.19;3.04;5.0;4;Cartão Crédito;Saiu para entrega;Belo Horizonte
10632;Cliente_1421;Tempero Caseiro;Brasileira;05-24-2024;129.38;14.33;5.0;1;Cartao Debito;Entregue;Rio de Janeiro
10633;Cliente_1799;Pizza_Mania;Italiana;12-15-2024;73.8;4.52;5.0;3;Cartao Debito;Cancelado;Curitiba
10634;Cliente_2094;Sushi Express;Salgados;16/09/2024;148.44;5.22;0.0;2;Cartao Debito;Em preparo;Belo Horizonte
10635;Cliente_1551;Burger House;Japonesa;06/08/2024;26.17;13.14;;3;Dinheiro;Entregue;Rio de Janeiro
10636;Cliente_1145;Sushi Express;Pizza;04/08/2024;124.82;7.0;;1;Cartão Crédito;Entregue;Rio de Janeiro
10637;Cliente_2503;Cantina Italiana;Salgados;20/02/2024;94.85;10.91;;3;Cartao Debito;Saiu para entrega;Belo Horizonte
10638;Cliente_523;Tempero Caseiro;Italiana;10/05/2024;25.88;11.51;;2;Cartao Debito;Entregue;Salvador
10639;Cliente_2414;Tempero Caseiro;Italiana;08/10/2024;108.96;6.27;0.0;4;Pix;Entregue;Belo Horizonte
10640;Cliente_1148;Sushi Express;Pizza;13/03/2024;37.81;8.98;5.0;1;Dinheiro;Cancelado;Belo Horizonte
10641;Cliente_2855;Cantina Italiana;Hamburguer;05-23-2024;39.83;5.3;5.0;2;Pix;Saiu para entrega;São Paulo
10642;Cliente_2206;Cantina Italiana;Brasileira;14/06/2024;73.19;14.16;5.0;4;Cartão Crédito;Entregue;Rio de Janeiro
10643;Cliente_2187;Pizza_Mania;Hamburguer;29/12/2024;128.26;4.55;0.0;3;Cartão Crédito;Entregue;Salvador
10644;Cliente_2164;Pastel & Cia;Hamburguer;19/02/2024;43.62;4.93;;3;Cartão Crédito;Saiu para entrega;Salvador
10645;Cliente_2934;Pastel & Cia;Japonesa;05/08/2024;42.66;5.46;0.0;1;pix;Entregue;Belo Horizonte
10646;Cliente_2592;Cantina Italiana;Japonesa;05/08/2024;66.04;9.36;;3;Cartão Crédito;Saiu para entrega;Curitiba
10647;Cliente_361;   - Tropical;Italiana;18/02/2024;27.42;4.71;10.0;1;Cartao Debito;Saiu para entrega;Curitiba
10648;Cliente_426;Sushi Express;Italiana;01/09/2024;69.79;7.46;0.0;4;Cartão Crédito;Entregue;Salvador
10649;Cliente_821;Tempero Caseiro;Brasileira;30/12/2024;125.41;4.57;0.0;2;Cartao Debito;Em preparo;Curitiba
10650;Cliente_1065;Cantina Italiana;Salgados;03/02/2024;123.28;11.23;;3;Dinheiro;Cancelado;São Paulo
10651;Cliente_1682;Tempero Caseiro;Brasileira;03-16-2024;118.5;5.96;;3;Cartao Debito;Saiu para entrega;Belo Horizonte
10652;Cliente_2746;   - Tropical;Açai;01-20-2024;24.38;5.39;10.0;4;pix;Entregue;Curitiba
10653;Cliente_957;Churrasco Grill;Italiana;27/12/2024;128.43;5.99;10.0;4;Cartão Crédito;Entregue;Belo Horizonte
10654;Cliente_1649;Cantina Italiana;Hamburguer;30/05/2024;78.6;13.54;5.0;4;Cartão Crédito;Entregue;Belo Horizonte
10655;Cliente_2456;Pizza_Mania;Pizza;01/06/2024;84.73;8.07;0.0;2;pix;Entregue;Salvador
10656;Cliente_1521;Sushi Express;Salgados;15/07/2024;43.48;12.2;;3;pix;Em preparo;São Paulo
10657;Cliente_1755;Cantina Italiana;Churrasco;08/07/2024;32.58;7.64;5.0;3;Cartão Crédito;Saiu para entrega;São Paulo
10658;Cliente_2161;Pastel & Cia;Hamburguer;15/01/2024;76.02;13.74;10.0;3;Pix;Em preparo;São Paulo
10659;Cliente_1616;Cantina Italiana;Brasileira;05/05/2024;96.04;11.66;0.0;4;Pix;Entregue;Rio de Janeiro
10660;Cliente_1405;   - Tropical;Salgados;03/12/2024;29.24;4.91;5.0;4;Dinheiro;Entregue;Salvador
